Date,Open,High,Low,Close,Adj Close,Volume
1997-02-11,712.619995,715.179993,703.98999,706.940002,706.940002,30400
1997-02-12,708.640015,713.669983,706.580017,713.669983,713.669983,31100
1997-02-13,713.5,716.179993,707.830017,711.130005,711.130005,35000
1997-02-14,710.869995,711.75,686.710022,686.719971,686.719971,30800
1997-02-17,681.47998,686.940002,676.109985,676.590027,676.590027,24100
1997-02-18,676.72998,682.809998,670.409973,682.809998,682.809998,25300
1997-02-19,683.590027,691.27002,679.659973,679.710022,679.710022,29900
1997-02-20,678.109985,679.799988,668.710022,669.409973,669.409973,30300
1997-02-21,669.01001,679.070007,664.75,676.530029,676.530029,37800
1997-02-24,677.179993,684.440002,677.179993,679.640015,679.640015,27000
1997-02-25,679.51001,683.320007,675.820007,679.969971,679.969971,28100
1997-02-26,680.47998,684.549988,673.630005,674.900024,674.900024,38800
1997-02-27,675.25,685.950012,675.25,678.109985,678.109985,41300
1997-02-28,679.830017,685.26001,679.830017,681.219971,681.219971,37400
1997-03-03,673.909973,674.289978,667.289978,667.349976,667.349976,29400
1997-03-04,665.830017,665.830017,654.919983,655.950012,655.950012,29800
1997-03-05,655.76001,663.900024,655.070007,663.900024,663.900024,30000
1997-03-06,663.909973,666.26001,656.859985,657.900024,657.900024,32100
1997-03-07,657.72998,657.97998,641.830017,642.080017,642.080017,27600
1997-03-10,642.169983,658.940002,641.039978,658.900024,658.900024,28400
1997-03-11,659.72998,663.700012,653.25,657.969971,657.969971,30500
1997-03-12,656.900024,656.900024,643.039978,646.289978,646.289978,33000
1997-03-13,642.72998,646.72998,630.369995,642.859985,642.859985,34100
1997-03-14,640.52002,640.52002,626.390015,627.630005,627.630005,34200
1997-03-17,622.140015,622.390015,607.869995,617.26001,617.26001,36200
1997-03-18,616.109985,638.900024,614.98999,638.900024,638.900024,43000
1997-03-19,640.450012,656.780029,637.359985,656.619995,656.619995,44000
1997-03-20,657.099976,665.570007,651.590027,651.650024,651.650024,45600
1997-03-21,652.880005,661.549988,650.719971,652.869995,652.869995,40700
1997-03-24,670.75,678.76001,670.75,677.340027,677.340027,44000
1997-03-25,678.969971,688.119995,672.070007,672.98999,672.98999,38600
1997-03-26,672.820007,683.320007,668.719971,678.859985,678.859985,36300
1997-03-27,680.140015,689.119995,676.440002,678.73999,678.73999,41700
1997-03-28,679.880005,688.059998,679.140015,687.419983,687.419983,40600
1997-03-31,688.880005,699.02002,688.880005,694.900024,694.900024,40700
1997-04-01,695.349976,699.070007,687.869995,694.969971,694.969971,40100
1997-04-02,695.859985,699.700012,694.549988,698.659973,698.659973,43800
1997-04-03,698.880005,700.059998,688.039978,688.039978,688.039978,46100
1997-04-04,688.390015,693.940002,682.469971,693.940002,693.940002,44200
1997-04-07,698.440002,705.820007,698.440002,704.200012,704.200012,43300
1997-04-08,706.049988,710.669983,701.390015,701.390015,701.390015,46700
1997-04-09,701.429993,703.039978,697.75,702.419983,702.419983,39100
1997-04-10,702.97998,703.440002,690.659973,694.76001,694.76001,42900
1997-04-11,695.210022,698.52002,692.570007,695.669983,695.669983,38700
1997-04-14,702.159973,706.950012,697.299988,697.340027,697.340027,40300
1997-04-15,696.280029,696.369995,685.960022,687.960022,687.960022,31400
1997-04-16,688.169983,695.23999,688,693.049988,693.049988,35100
1997-04-17,694.039978,697.429993,689.289978,690.799988,690.799988,44000
1997-04-18,691.570007,693.969971,687.409973,692.47998,692.47998,41600
1997-04-21,703.130005,707.419983,703.130005,704.159973,704.159973,41700
1997-04-22,705.130005,705.679993,701.090027,704.049988,704.049988,38100
1997-04-23,705,706.539978,701.890015,703.22998,703.22998,43700
1997-04-24,704.77002,709.599976,699.179993,706.099976,706.099976,65400
1997-04-25,706.530029,706.919983,700.320007,701.570007,701.570007,44500
1997-04-28,700.869995,700.869995,689.090027,689.099976,689.099976,42000
1997-04-29,688.890015,690.440002,682.72998,684.690002,684.690002,39800
1997-04-30,685.909973,693.200012,685.909973,687.619995,687.619995,44700
1997-05-01,678.5,683.320007,667.659973,672.099976,672.099976,36800
1997-05-02,673.080017,684.609985,669.01001,683.859985,683.859985,36000
1997-05-05,684.73999,705.099976,684.73999,699.950012,699.950012,51200
1997-05-06,702.51001,709.570007,695.929993,699.530029,699.530029,50100
1997-05-07,710.409973,721.22998,710.409973,721.200012,721.200012,56900
1997-05-08,723.159973,734.76001,722.349976,734.669983,734.669983,62800
1997-05-09,735.299988,739.72998,729.320007,737.710022,737.710022,64200
1997-05-12,737.179993,738.179993,723.539978,724.380005,724.380005,60000
1997-05-13,723.669983,730.539978,715.530029,730.530029,730.530029,53900
1997-05-14,724.710022,725.51001,717.349976,718.98999,718.98999,39300
1997-05-15,719.820007,724.390015,716.51001,723.349976,723.349976,39800
1997-05-16,724.969971,738.119995,724.969971,738.119995,738.119995,56100
1997-05-19,745.26001,749.369995,741.849976,742.5,742.5,65100
1997-05-20,742.380005,752.289978,741,746.359985,746.359985,55200
1997-05-21,758.919983,770.969971,756.880005,758.390015,758.390015,84900
1997-05-22,758.890015,766.48999,753.359985,766.059998,766.059998,60600
1997-05-23,766.539978,774.47998,755.01001,763.25,763.25,87900
1997-05-26,762.919983,766.77002,761.669983,765.669983,765.669983,51300
1997-05-27,764.909973,775.02002,762.419983,775.01001,775.01001,57000
1997-05-28,777.880005,781.51001,769.109985,769.830017,769.830017,67100
1997-05-29,769.700012,770.580017,764.940002,765.789978,765.789978,46200
1997-05-30,767.940002,777.880005,767.940002,774.659973,774.659973,59700
1997-06-02,775.669983,789.400024,775.669983,789.150024,789.150024,83700
1997-06-03,793.570007,796.809998,786.159973,789.049988,789.049988,58700
1997-06-04,790.98999,798.76001,783.320007,792.289978,792.289978,60000
1997-06-05,793.02002,799.539978,768.039978,773.210022,773.210022,54300
1997-06-06,769.690002,779.169983,763.179993,770.950012,770.950012,48700
1997-06-09,772.599976,775.609985,766.25,770.219971,770.219971,42200
1997-06-10,759.330017,762.440002,751.849976,753.049988,753.049988,31700
1997-06-11,751.630005,753.969971,747.289978,753.700012,753.700012,34500
1997-06-12,753.719971,753.849976,742.52002,744.98999,744.98999,37300
1997-06-13,746.070007,751.98999,741.719971,744.340027,744.340027,44400
1997-06-16,743.390015,751.380005,737.97998,738.429993,738.429993,42400
1997-06-17,746.299988,753.559998,744.210022,745.400024,745.400024,29300
1997-06-18,744.97998,760.52002,744.669983,758.030029,758.030029,37000
1997-06-19,763.390015,777.289978,763.390015,777.289978,777.289978,52200
1997-06-20,778.820007,782.169983,773.27002,775.26001,775.26001,51200
1997-06-23,776.02002,783.23999,773.900024,781.700012,781.700012,47900
1997-06-24,777.700012,777.75,772.140015,773.51001,773.51001,38400
1997-06-25,773,774,761.570007,767.73999,767.73999,39600
1997-06-26,768.26001,772.23999,763.969971,771.98999,771.98999,39400
1997-06-27,771.98999,773.169983,765.5,767.77002,767.77002,38300
1997-06-30,766.909973,771.080017,762.710022,768.299988,768.299988,39400
1997-07-01,767.169983,770.72998,763.609985,764.450012,764.450012,40000
1997-07-02,762.929993,764.200012,748.469971,755.049988,755.049988,42000
1997-07-03,750.349976,750.349976,737.590027,739.719971,739.719971,44000
1997-07-04,737.22998,748.059998,736.710022,747.369995,747.369995,41000
1997-07-07,741.02002,747.52002,736.919983,740.929993,740.929993,27900
1997-07-08,740.890015,741.150024,723.460022,725.97998,725.97998,34700
1997-07-09,723.559998,730.780029,721.669983,730.580017,730.580017,31800
1997-07-10,729.419983,739.039978,724.919983,739.039978,739.039978,40300
1997-07-11,739.820007,746.869995,733.590027,733.640015,733.640015,43300
1997-07-14,732.559998,738.130005,730.909973,733.919983,733.919983,28300
1997-07-15,733.679993,734.630005,731.409973,732.679993,732.679993,29200
1997-07-16,733.630005,736.280029,726.059998,726.890015,726.890015,25500
1997-07-17,724.780029,726.119995,721.400024,726.119995,726.119995,25800
1997-07-18,726.840027,735.169983,726.789978,731.450012,731.450012,29000
1997-07-21,729.659973,734.690002,729.23999,734.190002,734.190002,25800
1997-07-22,734.369995,740.909973,733.659973,740.859985,740.859985,33700
1997-07-23,740.039978,745.650024,739.679993,745.650024,745.650024,34100
1997-07-24,746.380005,748.969971,743.400024,745.349976,745.349976,34200
1997-07-25,745.969971,752.01001,745.909973,752.01001,752.01001,34000
1997-07-28,762.77002,766.47998,762.359985,765.070007,765.070007,35600
1997-07-29,766.26001,766.700012,761.799988,762.02002,762.02002,35300
1997-07-30,762.98999,766.52002,760.940002,762.72998,762.72998,33400
1997-07-31,762.780029,762.780029,753.659973,755.780029,755.780029,35900
1997-08-01,747.840027,749.440002,745.369995,747.289978,747.289978,29000
1997-08-04,746.460022,747.450012,737.539978,741.289978,741.289978,31600
1997-08-05,741.159973,749.309998,735.369995,746.22998,746.22998,34900
1997-08-06,745.75,746.690002,739.419983,739.469971,739.469971,33900
1997-08-07,738.919983,742.280029,729.719971,736.619995,736.619995,36200
1997-08-08,744.039978,746.98999,739.98999,741.76001,741.76001,34900
1997-08-11,740.77002,740.77002,731.549988,734.030029,734.030029,31400
1997-08-12,732.549988,735.72998,730.23999,730.280029,730.280029,32700
1997-08-13,729.859985,731.359985,716.599976,716.859985,716.859985,38300
1997-08-14,714.969971,718.609985,704.27002,704.27002,704.27002,38800
1997-08-15,691.799988,697.380005,682.099976,682.200012,682.200012,32300
1997-08-18,679.090027,688.780029,671.090027,688.780029,688.780029,33200
1997-08-19,690.72998,697.440002,687.330017,688.630005,688.630005,36200
1997-08-20,687.369995,690.190002,682.219971,687.98999,687.98999,28800
1997-08-21,688.039978,701.359985,686.98999,700.919983,700.919983,32900
1997-08-22,703.460022,703.650024,696.049988,697.97998,697.97998,33600
1997-08-25,694.830017,694.830017,687.75,688.969971,688.969971,31100
1997-08-26,687.52002,691.619995,685.650024,691.619995,691.619995,27500
1997-08-27,690.5,695.369995,687.690002,695.369995,695.369995,27100
1997-08-28,694.469971,699.75,693.609985,699.330017,699.330017,30500
1997-08-29,700.809998,705.200012,700.809998,701.390015,701.390015,26400
1997-09-01,700.570007,700.570007,689.159973,689.159973,689.159973,29200
1997-09-02,678.77002,682.22998,666.950012,668.450012,668.450012,29300
1997-09-03,666.559998,666.559998,654.369995,654.369995,654.369995,26600
1997-09-04,653.299988,658.580017,645.469971,655.75,655.75,32200
1997-09-05,655.219971,658.780029,643.309998,647,647,32900
1997-09-08,644.380005,645.960022,637.289978,638.26001,638.26001,28800
1997-09-09,625.440002,633.02002,622.030029,625.070007,625.070007,26700
1997-09-10,623.929993,647.109985,623.309998,647.109985,647.109985,32700
1997-09-11,646.859985,654.049988,644.919983,644.919983,644.919983,33700
1997-09-12,644.440002,647.700012,633.700012,636.650024,636.650024,27900
1997-09-15,644.679993,655.039978,644.130005,644.210022,644.210022,31200
1997-09-16,642.25,642.25,629.460022,630.030029,630.030029,26900
1997-09-17,627.679993,627.799988,610.190002,610.440002,610.440002,29000
1997-09-18,607.48999,616.539978,601.130005,609.359985,609.359985,28600
1997-09-19,612.820007,616.97998,607.390015,609.840027,609.840027,24000
1997-09-22,618.219971,619.340027,611.830017,613,613,20800
1997-09-23,619.669983,627.330017,617.22998,620.679993,620.679993,23900
1997-09-24,621.5,621.51001,602.820007,604.73999,604.73999,26000
1997-09-25,598.130005,598.130005,573.429993,579.25,579.25,32400
1997-09-26,577.869995,592.840027,564.469971,585.48999,585.48999,41300
1997-09-29,584.590027,585.400024,561,565.640015,565.640015,33000
1997-09-30,559.77002,582.849976,554.580017,566.849976,566.849976,46300
1997-10-01,569.469971,601.929993,569.469971,601.320007,601.320007,45600
1997-10-02,602.98999,614.619995,593.960022,604.059998,604.059998,62300
1997-10-03,596.330017,596.330017,569.799988,570.909973,570.909973,50000
1997-10-06,549.309998,557.570007,529.119995,530.469971,530.469971,36800
1997-10-07,522.390015,522.390015,492.299988,495.279999,495.279999,45600
1997-10-08,500.049988,519.070007,486.640015,506.640015,506.640015,59500
1997-10-09,499.649994,502.190002,480.540009,485.079987,485.079987,63600
1997-10-10,476.079987,476.940002,462.829987,470.790009,470.790009,50700
1997-10-13,497.109985,517.679993,487.670013,511.660004,511.660004,64800
1997-10-14,514.080017,542.859985,514.080017,542.130005,542.130005,62900
1997-10-15,547.330017,565.159973,546.299988,555.73999,555.73999,86400
1997-10-16,555.210022,558.25,544.530029,553.869995,553.869995,64500
1997-10-17,554.380005,554.73999,514.940002,515.630005,515.630005,77000
1997-10-20,501.450012,526.599976,501.450012,525.320007,525.320007,62400
1997-10-21,521.619995,537.950012,509.429993,522.109985,522.109985,57500
1997-10-22,521.330017,521.330017,507.220001,517.48999,517.48999,41700
1997-10-23,521.460022,529.780029,515.570007,519.469971,519.469971,60400
1997-10-24,519.140015,522.76001,509.529999,520.01001,520.01001,47000
1997-10-27,517.650024,526.119995,495.410004,496.980011,496.980011,44700
1997-10-28,489.690002,500.48999,476.299988,494.660004,494.660004,48800
1997-10-29,494.73999,502.589996,482.950012,502.589996,502.589996,44200
1997-10-30,504.940002,505.709991,475.859985,488.410004,488.410004,56900
1997-10-31,493.429993,506.070007,483.23999,506.070007,506.070007,69900
1997-11-03,477.089996,477.089996,450.01001,450.640015,450.640015,33200
1997-11-04,441.660004,448.109985,423.690002,439.589996,439.589996,56800
1997-11-05,436.450012,444.320007,429.51001,438.700012,438.700012,63400
1997-11-06,439.049988,445.559998,432.829987,433.100006,433.100006,57800
1997-11-07,430.25,430.25,407.220001,411.910004,411.910004,48600
1997-11-10,405.519989,412.149994,393.160004,393.160004,393.160004,46900
1997-11-11,389.119995,389.119995,367.339996,376.869995,376.869995,40900
1997-11-12,369.01001,379.450012,356.820007,379.309998,379.309998,88200
1997-11-13,383.059998,406.01001,383.059998,405.809998,405.809998,111200
1997-11-14,417.429993,436.5,417.429993,434.119995,434.119995,92200
1997-11-17,432.779999,438.549988,414.630005,414.829987,414.829987,98100
1997-11-18,410.130005,410.130005,387.929993,388,388,81300
1997-11-19,396.329987,405.459991,380.459991,399.850006,399.850006,87200
1997-11-20,398.059998,398.059998,376.190002,377.369995,377.369995,78000
1997-11-21,362.649994,362.649994,350.679993,350.679993,350.679993,43900
1997-11-24,367.040009,385.950012,367.040009,385.799988,385.799988,79500
1997-11-25,393.920013,413.119995,393.920013,404.26001,404.26001,100700
1997-11-26,404.480011,422.519989,398.970001,418.48999,418.48999,111300
1997-11-27,416.109985,420.140015,396.589996,397.019989,397.019989,99300
1997-11-28,402.119995,409.040009,395.440002,396.059998,396.059998,75200
1997-12-01,391.269989,391.269989,366.320007,366.359985,366.359985,85900
1997-12-02,361.320007,361.320007,343.320007,351.450012,351.450012,85800
1997-12-03,359.649994,376.839996,359.649994,375.149994,375.149994,68600
1997-12-04,389.079987,403.929993,389.079987,396.48999,396.48999,98400
1997-12-05,396.839996,406.390015,395.890015,406.339996,406.339996,74800
1997-12-08,407.690002,424.01001,407.220001,409.420013,409.420013,97700
1997-12-09,409.880005,424.809998,403.079987,423.959991,423.959991,90000
1997-12-10,420.769989,420.920013,408.309998,414,414,85300
1997-12-11,447.070007,461.559998,444.070007,456.200012,456.200012,113100
1997-12-12,456,466.589996,450.01001,463.73999,463.73999,111800
1997-12-15,466,482.839996,463.809998,475.130005,475.130005,128200
1997-12-16,479.549988,506.519989,479.549988,505.980011,505.980011,129200
1997-12-17,512.27002,532.429993,485.829987,488.100006,488.100006,200100
1997-12-18,502.309998,528.799988,502.309998,528.77002,528.77002,151200
1997-12-19,529.25,543.460022,520.48999,533.549988,533.549988,127800
1997-12-22,529.820007,529.820007,504.070007,506.660004,506.660004,131200
1997-12-23,503.98999,510.869995,483.98999,483.98999,483.98999,110800
1997-12-24,483.470001,492.670013,474.470001,486.859985,486.859985,87500
1997-12-25,512.609985,522.5,512.130005,518.640015,518.640015,80800
1997-12-26,528.47998,558.340027,528.47998,558.330017,558.330017,61300
1997-12-29,556.580017,556.580017,534.390015,543.679993,543.679993,98000
1997-12-30,547.700012,564.130005,539.679993,550.210022,550.210022,104600
1997-12-31,552.969971,560.859985,545.789978,547.280029,547.280029,100300
1998-01-01,546.73999,549.169983,524.380005,528.049988,528.049988,95200
1998-01-02,539.309998,553.109985,534.76001,540.450012,540.450012,104100
1998-01-05,543.080017,557.960022,542.919983,554.23999,554.23999,90800
1998-01-06,554.830017,558.650024,538.369995,541.77002,541.77002,86200
1998-01-07,539.219971,539.219971,511.809998,520.140015,520.140015,83000
1998-01-08,516.5,516.5,497.269989,512.48999,512.48999,78100
1998-01-09,519.469971,529.140015,506.200012,506.200012,506.200012,91700
1998-01-12,482.929993,486.98999,469.859985,476.980011,476.980011,69400
1998-01-13,475.880005,475.880005,462.26001,471.730011,471.730011,58900
1998-01-14,475.160004,492.709991,472.619995,487.730011,487.730011,68800
1998-01-15,488.559998,516.690002,488.559998,513.450012,513.450012,78000
1998-01-16,518.710022,536.630005,518.710022,522.130005,522.130005,83900
1998-01-19,537.549988,553.530029,537.549988,543.059998,543.059998,83500
1998-01-20,541.580017,546.330017,534.070007,540.890015,540.890015,77000
1998-01-21,539.380005,547.789978,516.099976,516.380005,516.380005,81900
1998-01-22,516.719971,531.409973,507.589996,524.97998,524.97998,71700
1998-01-23,527.400024,551.190002,527.400024,548.419983,548.419983,85900
1998-01-26,562.659973,581.119995,562.640015,574.349976,574.349976,99900
1998-01-27,577.23999,591.700012,567.549988,570.890015,570.890015,108900
1998-01-28,570.330017,572.76001,553.25,572.76001,572.76001,86400
1998-01-29,570.130005,570.130005,535.679993,535.679993,535.679993,94300
1998-01-30,530.76001,535.630005,517.059998,522.549988,522.549988,78400
1998-02-02,526.400024,531.530029,507.709991,507.709991,507.709991,57500
1998-02-03,507.820007,525.559998,501.839996,525.559998,525.559998,58400
1998-02-04,522.059998,540.940002,518.309998,531.049988,531.049988,70200
1998-02-05,534.950012,544.590027,534.539978,535.840027,535.840027,70500
1998-02-06,537.840027,540.090027,521.799988,536.159973,536.159973,86400
1998-02-09,535.599976,539.539978,528.869995,528.880005,528.880005,73100
1998-02-10,528.539978,528.539978,513.440002,515.51001,515.51001,74500
1998-02-11,516,526.77002,510.869995,518.080017,518.080017,67800
1998-02-12,518,525.119995,518,521.72998,521.72998,65300
1998-02-13,522.380005,530.400024,522.380005,525.950012,525.950012,68500
1998-02-16,521.909973,522.840027,511.890015,511.899994,511.899994,76200
1998-02-17,512.799988,513.369995,506.100006,508.429993,508.429993,73500
1998-02-18,509.25,512.849976,503.73999,510.140015,510.140015,73900
1998-02-19,508.890015,508.890015,498.429993,501.130005,501.130005,71800
1998-02-20,501.200012,503.079987,493.950012,503.079987,503.079987,62900
1998-02-23,493.049988,493.049988,479.519989,482.329987,482.329987,59000
1998-02-24,482.910004,490.309998,481.040009,481.040009,481.040009,59400
1998-02-25,482.880005,482.880005,468.220001,468.220001,468.220001,56200
1998-02-26,464.869995,466.339996,450.25,453.660004,453.660004,61000
1998-02-27,449.640015,450.73999,421.920013,434.450012,434.450012,63200
1998-03-02,441.079987,441.880005,431.869995,435.920013,435.920013,50100
1998-03-03,437.709991,459.579987,437.709991,459.579987,459.579987,59000
1998-03-04,458.959991,465.820007,455.109985,455.529999,455.529999,61900
1998-03-05,467.98999,475.029999,465.48999,468.109985,468.109985,60700
1998-03-06,467.230011,470.049988,463.730011,468.290009,468.290009,54000
1998-03-09,488.839996,498.709991,486.130005,494.890015,494.890015,69800
1998-03-10,491.190002,491.190002,467.070007,467.630005,467.630005,52900
1998-03-11,466.940002,470.609985,462.019989,467.869995,467.869995,45700
1998-03-12,465.899994,465.899994,447.350006,454.149994,454.149994,44600
1998-03-13,450.529999,454.380005,446.459991,450.230011,450.230011,37000
1998-03-16,441.220001,441.220001,434.440002,435.730011,435.730011,35700
1998-03-17,434.079987,441.170013,429.329987,439.209991,439.209991,40300
1998-03-18,437.970001,444.01001,431.809998,431.809998,431.809998,41600
1998-03-19,428.76001,428.76001,414.290009,416.540009,416.540009,44600
1998-03-20,416.209991,429.480011,412.339996,414.559998,414.559998,55100
1998-03-23,411.589996,413.850006,406.059998,406.25,406.25,44800
1998-03-24,406.160004,407.51001,399.480011,402.390015,402.390015,40200
1998-03-25,403.339996,418.470001,401.190002,417.049988,417.049988,47100
1998-03-26,418.309998,423.470001,414.609985,421.220001,421.220001,48900
1998-03-27,401.529999,401.529999,389.820007,391.799988,391.799988,41600
1998-03-30,388.799988,388.799988,374.529999,376.230011,376.230011,44200
1998-03-31,376.109985,380.450012,369.950012,379.470001,379.470001,50100
1998-04-01,376.459991,379.630005,368.570007,373.040009,373.040009,47600
1998-04-02,372.290009,372.290009,361.579987,361.579987,361.579987,39300
1998-04-03,356.549988,356.799988,348.609985,351.859985,351.859985,43800
1998-04-06,349.380005,360.140015,344.570007,356.579987,356.579987,55300
1998-04-07,354.690002,372.829987,349.070007,362.940002,362.940002,89200
1998-04-08,361.690002,367.450012,350.950012,352.829987,352.829987,63600
1998-04-09,353.380005,361.850006,353.380005,359,359,56800
1998-04-10,360.160004,362.529999,355.019989,362.529999,362.529999,63500
1998-04-13,364.059998,374.970001,364.059998,369.170013,369.170013,79100
1998-04-14,370.549988,375.459991,362.299988,362.299988,362.299988,93000
1998-04-15,361.089996,361.089996,352.230011,353.670013,353.670013,62100
1998-04-16,353.399994,353.399994,331.75,331.899994,331.899994,52000
1998-04-17,324.959991,324.959991,308.459991,311.98999,311.98999,48000
1998-04-20,313.839996,313.839996,301.220001,313.480011,313.480011,59800
1998-04-21,313.809998,331.929993,309.570007,323.089996,323.089996,72200
1998-04-22,323.769989,337.890015,323.769989,336.630005,336.630005,70300
1998-04-23,334.100006,342.109985,333.01001,336.700012,336.700012,83700
1998-04-24,335.480011,335.480011,323.670013,324.100006,324.100006,67700
1998-04-27,324.820007,332.609985,324.820007,332.459991,332.459991,85600
1998-04-28,334.01001,341.529999,333.369995,341.529999,341.529999,78300
1998-04-29,345.380005,353.290009,345.380005,345.880005,345.880005,78800
1998-04-30,344.200012,344.200012,334.190002,339.220001,339.220001,76600
1998-05-01,341.790009,344.369995,324.540009,324.540009,324.540009,79700
1998-05-04,323.140015,328.700012,317.540009,328.700012,328.700012,69600
1998-05-05,318.309998,318.309998,301.100006,302.089996,302.089996,73700
1998-05-06,300.690002,303.609985,288.209991,288.209991,288.209991,53400
1998-05-07,283.410004,291.01001,277.369995,280,280,69400
1998-05-08,287.980011,303.809998,287.980011,303.809998,303.809998,78100
1998-05-11,310.119995,330.140015,310.119995,325.48999,325.48999,115400
1998-05-12,323.049988,324.26001,308.98999,313.26001,313.26001,79500
1998-05-13,316.160004,319.549988,311.269989,311.269989,311.269989,60800
1998-05-14,308.390015,308.390015,299.279999,303.309998,303.309998,56500
1998-05-15,300.320007,304.089996,296.269989,301.720001,301.720001,74100
1998-05-18,299.559998,301.420013,294.929993,300.570007,300.570007,62100
1998-05-19,299.869995,305.130005,297.940002,298.540009,298.540009,60800
1998-05-20,302.799988,305.450012,296.279999,298.600006,298.600006,65500
1998-05-21,296.380005,299.290009,293.450012,297.880005,297.880005,52700
1998-05-22,298.01001,318.73999,298.01001,315.559998,315.559998,100100
1998-05-25,315.23999,320.98999,309.839996,311.769989,311.769989,88600
1998-05-26,312.119995,316.089996,306.369995,308.529999,308.529999,64500
1998-05-27,306.119995,310.570007,305.059998,309.609985,309.609985,61500
1998-05-28,310.480011,319.970001,310.480011,317.5,317.5,76100
1998-05-29,321.48999,323.399994,318.01001,318.790009,318.790009,85600
1998-06-01,319.899994,323.660004,316.619995,319.019989,319.019989,85600
1998-06-02,319.299988,320.76001,306.410004,309.279999,309.279999,81900
1998-06-03,303.73999,304.910004,299.679993,301.369995,301.369995,55500
1998-06-04,301.910004,306.790009,301.910004,306.730011,306.730011,59400
1998-06-05,307.98999,316.100006,307.98999,313.420013,313.420013,81700
1998-06-08,314.679993,330.350006,314.679993,330.350006,330.350006,82200
1998-06-09,348.640015,365.179993,345.799988,365.179993,365.179993,121300
1998-06-10,366.76001,374.079987,364.23999,364.76001,364.76001,134900
1998-06-11,363.190002,366.040009,357.630005,362.070007,362.070007,159600
1998-06-12,366.329987,366.329987,341.459991,341.459991,341.459991,120800
1998-06-15,341.890015,347.959991,334.26001,343.790009,343.790009,113700
1998-06-16,328.829987,332.720001,323.899994,329.799988,329.799988,76300
1998-06-17,329.980011,335.329987,329.980011,335.329987,335.329987,67800
1998-06-18,337.130005,354.339996,337.130005,344.410004,344.410004,112500
1998-06-19,343.970001,346.920013,339.350006,344.910004,344.910004,94200
1998-06-22,346.049988,349.049988,340.029999,343.329987,343.329987,133100
1998-06-23,336.119995,338.709991,329.440002,329.470001,329.470001,83800
1998-06-24,328.100006,335.100006,326.339996,333.200012,333.200012,75600
1998-06-25,333.820007,335.359985,317.220001,322.829987,322.829987,91400
1998-06-26,320.309998,324.369995,318.100006,320.570007,320.570007,85500
